ID,Act of terror,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Crimes in pre,Terror in Pre,Number of prior co-offenders
12202,0,M,Afro-Caribbean,17,H,1,0,2
12376,1,M,Afro-Caribbean,20,S,2,0,5
12567,0,M,Afro-Caribbean,21,S,1,0,1
12222,0,M,Afro-Caribbean,22,M,1,0,4
12480,0,M,Arab,23,S,2,0,2
8897,1,M,Asian,35,S,0,0,0
8897,1,M,Asian,37,S,0,0,0
1364,1,M,Asian,20,M,0,0,0
11774,1,M,Asian,25,S,0,0,0
5447,1,M,Asian,31,M,0,0,0
8147,1,M,Asian,31,S,0,0,0
11756,0,F,Asian,31,S,0,0,0
9180,0,M,Asian,32,M,0,0,0
12259,1,F,Asian,33,S,0,0,0
11853,0,M,Asian,14,Unknown,0,0,0
7369,0,M,Asian,26,M,0,0,0
8285,0,M,Asian,40,M,0,0,0
11377,1,M,Asian,21,M,0,0,0
11937,1,F,Asian,21,S,0,0,0
337,0,M,Asian,24,H,1,1,3
12637,1,F,Asian,33,S,0,0,0
11197,0,F,Asian,36,M,0,0,0
5588,1,M,Asian,37,M,2,2,3
5588,1,M,Asian,42,S,2,2,5
11862,0,M,Asian,43,M,0,0,0
10957,0,M,Asian,54,S,0,0,0
129,1,M,Asian,12,Unknown,0,0,0
12319,0,M,Asian,15,Unknown,1,0,1
6418,0,F,Asian,16,S,0,0,0
12253,1,M,Asian,16,S,0,0,0
11901,1,F,Asian,17,M,1,0,2
12146,0,M,Asian,17,Unknown,0,0,0
4951,1,M,Asian,18,S,0,0,0
12109,0,F,Asian,19,M,0,0,0
11532,1,M,Asian,19,Unknown,0,0,0
736,0,M,Asian,20,H,0,0,0
4487,1,M,Asian,20,M,0,0,0
4487,0,M,Asian,20,M,0,0,0
5860,0,M,Asian,20,M,0,0,0
9064,0,M,Asian,20,M,0,0,0
12033,0,M,Asian,20,M,0,0,0
11734,0,M,Asian,20,S,0,0,0
12453,0,M,Asian,21,M,0,0,0
356,0,M,Asian,21,H,6,0,3
356,0,M,Asian,21,H,6,0,5
7771,1,M,Asian,21,S,0,0,0
7806,1,F,Asian,21,S,0,0,0
8224,0,F,Asian,21,S,0,0,0
8507,1,F,Asian,21,S,0,0,0
9071,1,F,Asian,21,S,0,0,0
11252,0,M,Asian,21,S,0,0,0
12449,1,M,Asian,22,M,0,0,0
12529,0,F,Asian,22,M,0,0,0
11595,0,M,Asian,22,S,0,0,0
8204,0,M,Asian,22,S,1,0,1
2736,1,M,Asian,23,M,0,0,0
4157,1,M,Asian,23,M,0,0,0
342,0,M,Asian,23,M,1,0,1
12226,0,M,Asian,23,M,1,0,4
5213,0,M,Asian,23,M,1,1,0
2684,0,M,Asian,23,S,0,0,0
9825,1,F,Asian,23,S,0,0,0
11136,1,M,Asian,23,S,0,0,0
12264,1,M,Asian,23,S,0,0,0
5645,0,F,Asian,24,M,0,0,0
6520,0,M,Asian,24,M,0,0,0
11468,0,M,Asian,24,M,0,0,0
5458,0,M,Asian,24,M,2,1,1
11139,1,F,Asian,24,S,0,0,0
11873,1,F,Asian,24,S,0,0,0
335,1,M,Asian,24,S,1,0,2
10789,1,M,Asian,25,M,0,0,0
11268,0,M,Asian,25,M,0,0,0
12071,1,F,Asian,25,M,0,0,0
2286,1,M,Asian,25,H,4,2,2
2286,1,M,Asian,25,H,4,2,0
4146,1,F,Asian,25,S,0,0,0
7148,1,M,Asian,25,S,0,0,0
12140,0,M,Asian,25,S,0,0,0
12140,1,M,Asian,25,S,0,0,0
5119,1,M,Asian,26,M,0,0,0
6898,1,M,Asian,26,M,0,0,0
7226,0,M,Asian,26,M,0,0,0
9829,0,M,Asian,26,M,0,0,0
11251,1,M,Asian,26,M,0,0,0
12533,1,M,Asian,26,M,0,0,0
6244,0,M,Asian,26,H,1,0,4
2615,1,M,Asian,26,Unknown,0,0,0
4722,0,M,Asian,26,S,0,0,0
6157,0,M,Asian,26,S,0,0,0
8197,0,M,Asian,26,S,0,0,0
12010,1,M,Asian,26,S,0,0,0
12229,1,M,Asian,26,S,0,0,0
9997,1,M,Asian,26,S,1,0,1
1630,1,M,Asian,27,M,0,0,0
4129,0,M,Asian,27,M,0,0,0
11724,1,M,Asian,27,M,0,0,0
1237,1,M,Asian,27,S,0,0,0
2542,0,F,Asian,27,S,0,0,0
4140,1,M,Asian,27,S,0,0,0
5418,0,M,Asian,27,S,0,0,0
5841,1,F,Asian,28,M,0,0,0
7823,1,M,Asian,28,H,0,0,0
9422,0,M,Asian,28,H,0,0,0
11494,1,M,Asian,28,M,0,0,0
2215,1,M,Asian,28,M,1,1,3
6460,0,M,Asian,28,S,0,0,0
6460,0,M,Asian,28,S,0,0,0
7468,0,F,Asian,28,S,0,0,0
11250,0,F,Asian,28,S,0,0,0
12054,1,M,Asian,28,S,0,0,0
4262,1,M,Asian,28,S,1,0,3
6909,0,M,Asian,29,M,0,0,0
10950,1,M,Asian,29,H,0,0,0
12519,1,M,Asian,29,M,0,0,0
10040,0,M,Asian,29,S,0,0,0
10708,1,F,Asian,29,S,0,0,0
11593,1,M,Asian,29,S,0,0,0
12446,0,M,Asian,29,S,0,0,0
5955,0,M,Asian,30,M,0,0,0
7801,1,M,Asian,30,M,0,0,0
12444,1,F,Asian,30,M,0,0,0
3493,1,M,Asian,30,H,1,0,1
2024,1,M,Asian,30,S,0,0,0
4447,0,F,Asian,30,S,0,0,0
5913,0,M,Asian,30,S,0,0,0
9450,1,F,Asian,30,S,0,0,0
11162,0,M,Asian,30,S,0,0,0
11406,1,F,Asian,30,S,0,0,0
11902,1,M,Asian,30,S,0,0,0
706,0,M,Asian,31,M,0,0,0
2547,0,M,Asian,31,M,0,0,0
5104,0,M,Asian,31,S,0,0,0
6286,0,M,Asian,31,S,0,0,0
9723,1,M,Asian,31,S,0,0,0
9723,1,M,Asian,31,S,0,0,0
11717,0,M,Asian,31,S,0,0,0
1446,0,M,Asian,32,H,0,0,0
2346,0,F,Asian,32,M,0,0,0
3133,0,M,Asian,32,M,0,0,0
5122,0,M,Asian,32,M,0,0,0
6276,1,F,Asian,32,M,0,0,0
11161,1,M,Asian,32,M,0,0,0
11190,0,M,Asian,32,M,0,0,0
12451,0,M,Asian,32,M,0,0,0
12451,1,M,Asian,32,M,0,0,0
2428,1,M,Asian,32,S,0,0,0
4520,1,M,Asian,33,M,0,0,0
5326,1,M,Asian,33,H,0,0,0
7448,1,M,Asian,33,M,0,0,0
11615,0,M,Asian,33,M,0,0,0
11662,0,M,Asian,33,M,0,0,0
12250,1,M,Asian,33,H,0,0,0
4639,0,M,Asian,33,H,1,1,3
6274,0,M,Asian,33,S,0,0,0
6557,0,F,Asian,33,S,0,0,0
11562,1,M,Asian,33,S,0,0,0
11915,1,M,Asian,33,S,0,0,0
12467,1,M,Asian,33,S,0,0,0
3433,1,M,Asian,34,M,0,0,0
9833,1,M,Asian,34,M,0,0,0
10952,1,M,Asian,34,H,0,0,0
12194,1,F,Asian,34,H,1,0,1
5982,0,M,Asian,34,H,1,1,4
4544,1,M,Asian,34,S,0,0,0
8943,1,M,Asian,34,S,0,0,0
10971,1,M,Asian,34,S,0,0,0
11272,1,M,Asian,34,S,0,0,0
11477,1,M,Asian,34,S,0,0,0
10045,1,M,Asian,34,S,1,1,3
7538,1,M,Asian,35,H,0,0,0
10713,0,M,Asian,35,M,0,0,0
11909,1,M,Asian,35,M,0,0,0
1437,0,M,Asian,35,M,1,0,2
824,0,M,Asian,35,M,1,1,4
12528,1,M,Asian,35,M,1,1,5
1458,1,M,Asian,35,S,0,0,0
3596,1,M,Asian,35,S,0,0,0
7463,1,F,Asian,35,S,0,0,0
9981,0,F,Asian,35,S,0,0,0
8918,0,M,Asian,36,M,0,0,0
11414,0,M,Asian,36,M,0,0,0
37,1,M,Asian,36,S,0,0,0
2698,0,M,Asian,36,S,0,0,0
4124,0,M,Asian,36,S,0,0,0
9983,1,M,Asian,36,S,0,0,0
11178,1,M,Asian,36,S,0,0,0
7097,1,M,Asian,37,M,0,0,0
9045,0,M,Asian,37,M,0,0,0
4315,0,M,Asian,37,M,1,1,4
4699,1,M,Asian,37,S,0,0,0
9409,1,M,Asian,37,S,0,0,0
9737,0,M,Asian,37,S,0,0,0
11177,0,F,Asian,37,S,0,0,0
12038,0,M,Asian,37,S,0,0,0
12178,1,M,Asian,37,S,0,0,0
12476,1,F,Asian,37,Unknown,0,0,0
7007,0,M,Asian,37,S,1,0,0
11275,0,M,Asian,37,S,1,0,3
8159,1,M,Asian,37,S,2,0,5
1097,0,F,Asian,38,H,0,0,0
7887,0,M,Asian,38,M,0,0,0
12468,1,M,Asian,38,M,1,0,3
9877,1,M,Asian,38,S,0,0,0
1440,0,M,Asian,39,H,0,0,0
12464,0,M,Asian,39,M,0,0,0
12153,0,M,Asian,39,H,3,0,3
3617,1,M,Asian,39,H,4,2,5
439,0,M,Asian,39,S,0,0,0
5114,0,M,Asian,39,S,0,0,0
11584,1,M,Asian,39,S,0,0,0
11894,0,M,Asian,39,S,0,0,0
12251,0,M,Asian,39,S,0,0,0
101,0,M,Asian,39,S,2,1,0
3617,0,M,Asian,39,S,4,2,3
2874,0,M,Asian,40,H,0,0,0
9689,0,F,Asian,40,M,0,0,0
11557,1,M,Asian,40,M,0,0,0
11924,0,M,Asian,40,H,0,0,0
7880,0,M,Asian,40,S,0,0,0
9701,0,M,Asian,40,S,0,0,0
10959,1,M,Asian,40,S,0,0,0
11564,1,M,Asian,40,S,0,0,0
117,0,M,Asian,41,H,0,0,0
117,1,M,Asian,41,H,0,0,0
5151,0,M,Asian,41,M,0,0,0
5151,0,M,Asian,41,M,0,0,0
8919,0,M,Asian,41,H,0,0,0
11922,1,F,Asian,41,M,0,0,0
5257,0,M,Asian,41,S,0,0,0
11563,0,M,Asian,41,Unknown,0,0,0
312,0,M,Asian,42,M,0,0,0
5842,0,M,Asian,42,M,0,0,0
11916,0,M,Asian,42,M,0,0,0
3451,1,M,Asian,42,S,0,0,0
6225,0,M,Asian,42,S,0,0,0
11721,1,M,Asian,42,S,0,0,0
12151,1,M,Asian,42,S,0,0,0
1412,1,M,Asian,43,H,0,0,0
7748,0,M,Asian,43,M,0,0,0
1005,0,M,Asian,43,H,1,0,0
4242,0,M,Asian,43,S,0,0,0
5581,0,F,Asian,43,S,0,0,0
10260,0,M,Asian,43,S,0,0,0
10299,1,M,Asian,43,S,0,0,0
11959,1,M,Asian,43,S,1,1,5
2100,1,M,Asian,44,H,0,0,0
7794,1,M,Asian,44,H,0,0,0
9049,1,M,Asian,44,H,1,0,5
659,1,M,Asian,44,S,0,0,0
3571,1,M,Asian,44,S,0,0,0
3635,0,M,Asian,44,S,0,0,0
4426,1,F,Asian,44,S,0,0,0
11273,1,M,Asian,44,S,0,0,0
11657,0,M,Asian,45,H,0,0,0
7200,1,M,Asian,45,S,0,0,0
11472,1,M,Asian,45,S,0,0,0
375,1,M,Asian,46,H,0,0,0
9677,0,M,Asian,46,M,0,0,0
9697,0,M,Asian,46,H,0,0,0
8209,0,M,Asian,47,M,0,0,0
1452,1,M,Asian,47,S,0,0,0
6289,0,M,Asian,47,S,0,0,0
4107,0,M,Asian,48,M,0,0,0
4107,0,M,Asian,48,M,0,0,0
1007,1,M,Asian,48,H,2,0,0
9780,1,M,Asian,48,S,0,0,0
11095,1,M,Asian,49,M,0,0,0
10430,1,M,Asian,49,S,0,0,0
1412,0,M,Asian,50,S,0,0,0
11164,1,M,Asian,50,S,0,0,0
11210,0,M,Asian,50,S,0,0,0
3454,0,M,Asian,51,S,0,0,0
7372,0,M,Asian,51,S,0,0,0
10017,0,M,Asian,51,S,0,0,0
11675,0,F,Asian,52,M,0,0,0
11914,0,M,Asian,52,S,0,0,0
7052,0,M,Asian,53,M,0,0,0
3430,0,M,Asian,53,S,0,0,0
7831,0,M,Asian,53,S,0,0,0
2315,0,M,Asian,54,M,0,0,0
11246,0,M,Asian,55,M,0,0,0
10781,0,M,Asian,55,S,1,0,2
12139,1,M,Asian,56,M,0,0,0
1755,1,M,Asian,56,S,0,0,0
11878,0,M,Asian,57,S,0,0,0
1430,1,M,Asian,58,S,0,0,0
10964,0,M,Asian,58,S,0,0,0
11921,0,M,Asian,59,S,1,0,5
12243,0,M,Asian,60,S,0,0,0
1173,0,M,Asian,64,S,1,0,3
11912,0,M,Asian,65,H,0,0,0
2326,1,M,Asian,66,S,0,0,0
998,0,M,Asian,67,S,0,0,0
1211,1,F,Asian,73,H,0,0,0
11466,1,M,Asian,84,S,0,0,0
11883,1,M,Asian,18,H,0,0,0
8255,1,F,Asian,18,S,0,0,0
12056,0,F,Asian,22,S,0,0,0
2621,0,F,Asian,23,S,0,0,0
11619,0,M,Asian,24,M,2,0,0
12677,0,F,Asian,24,S,0,0,0
33,1,F,Asian,29,M,0,0,0
11911,1,F,Asian,39,S,0,0,0
11926,1,M,Asian,46,H,0,0,0
12642,1,M,Asian,47,H,0,0,0
3954,0,M,Asian,27,M,1,1,3
7583,1,M,Asian,31,S,0,0,0
5291,0,M,Asian,32,M,0,0,0
11422,1,M,Asian,42,M,0,0,0
730,1,M,Asian,44,S,0,0,0
1798,1,M,Black,24,Unknown,1,0,1
10,0,M,Black,39,H,0,0,0
4490,0,M,Black,42,S,0,0,0
10209,1,M,Black,21,S,0,0,0
11360,1,M,Black,25,M,0,0,0
2425,1,M,Black,27,M,1,0,1
7242,0,F,Black,29,M,0,0,0
3797,1,M,Black,34,H,0,0,0
3797,1,M,Black,34,H,0,0,0
11204,1,M,Black,35,S,0,0,0
12330,0,M,Black,38,H,1,0,4
11719,0,F,Black,38,S,0,0,0
1772,1,F,Black,42,H,1,1,1
1476,0,M,Black,43,H,0,0,0
280,1,M,Black,48,H,0,0,0
5936,0,M,Black,18,M,0,0,0
12425,0,M,Black,23,S,0,0,0
11109,0,M,Black,27,M,0,0,0
11109,1,M,Black,27,M,0,0,0
5668,0,F,Black,28,S,0,0,0
6512,0,M,Black,30,M,0,0,0
11729,0,F,Black,30,S,0,0,0
872,1,M,Black,39,H,0,0,0
7648,0,M,Black,55,S,0,0,0
9494,1,F,Black,15,M,0,0,0
8144,0,M,Black,15,Unknown,0,0,0
9520,0,M,Black,15,S,0,0,0
6902,1,M,Black,15,S,1,0,2
2042,0,M,Black,16,Unknown,0,0,0
10906,1,M,Black,16,S,0,0,0
11810,1,F,Black,16,Unknown,0,0,0
11842,1,M,Black,16,Unknown,0,0,0
12301,0,F,Black,16,Unknown,0,0,0
2168,1,M,Black,16,S,2,0,4
10411,0,M,Black,17,M,0,0,0
537,0,M,Black,17,M,1,0,4
1591,1,M,Black,17,M,1,0,4
11874,0,M,Black,17,M,1,0,1
8488,0,M,Black,17,S,1,0,3
12470,0,M,Black,17,S,1,0,1
5798,1,M,Black,18,M,0,0,0
6521,1,M,Black,18,M,0,0,0
12228,0,F,Black,18,H,0,0,0
12491,0,F,Black,18,H,0,0,0
164,1,M,Black,18,H,2,0,1
11979,1,M,Black,18,H,2,1,0
2435,0,M,Black,18,S,0,0,0
6200,0,M,Black,18,Unknown,0,0,0
10792,0,M,Black,18,S,0,0,0
11783,1,F,Black,18,S,0,0,0
12417,1,M,Black,18,Unknown,1,0,2
4920,1,M,Black,19,M,0,0,0
6849,0,F,Black,19,M,0,0,0
7533,0,F,Black,19,M,0,0,0
11923,1,M,Black,19,H,0,0,0
12101,1,M,Black,19,H,0,0,0
12473,0,M,Black,19,H,0,0,0
821,1,M,Black,19,H,1,0,5
1853,1,M,Black,19,H,2,0,2
3262,1,M,Black,19,M,2,2,2
3347,1,F,Black,19,S,0,0,0
6222,1,M,Black,19,S,0,0,0
