ID,Act of terror,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Crimes in pre,Terror in Pre,Number of prior co-offenders
8867,1,M,Black,51,H,0,0,0
11869,1,M,Black,51,M,0,0,0
12218,0,M,Black,51,M,0,0,0
1800,1,M,Black,51,H,1,0,0
12176,1,F,Black,51,S,0,0,0
12294,1,F,Black,51,S,0,0,0
11411,0,M,Black,52,M,0,0,0
12387,0,M,Black,52,H,0,0,0
743,1,M,Black,52,H,2,0,1
8418,1,M,Black,52,S,0,0,0
10455,0,M,Black,52,S,0,0,0
11387,1,F,Black,52,S,0,0,0
501,1,M,Black,53,M,0,0,0
1986,0,F,Black,53,H,0,0,0
2885,0,M,Black,53,M,0,0,0
7637,1,F,Black,53,M,0,0,0
8141,0,M,Black,53,H,0,0,0
12041,1,M,Black,53,H,0,0,0
12237,1,M,Black,53,M,0,0,0
4591,0,M,Black,53,M,1,1,0
6739,0,M,Black,53,S,0,0,0
10468,0,M,Black,54,S,0,0,0
11430,0,M,Black,54,S,0,0,0
5685,1,M,Black,55,H,0,0,0
7033,1,M,Black,55,H,0,0,0
8794,0,M,Black,55,M,0,0,0
7203,0,M,Black,55,M,1,0,4
12073,0,F,Black,55,S,0,0,0
12660,1,M,Black,55,S,0,0,0
3005,1,M,Black,56,M,0,0,0
553,1,M,Black,56,H,1,0,0
943,0,F,Black,56,S,0,0,0
4734,1,M,Black,56,S,0,0,0
5201,1,M,Black,56,S,0,0,0
4938,1,M,Black,57,M,0,0,0
12098,0,M,Black,58,M,0,0,0
1047,1,M,Black,58,S,0,0,0
1861,0,M,Black,59,H,0,0,0
9032,0,M,Black,59,M,0,0,0
10602,1,M,Black,59,S,0,0,0
11410,0,M,Black,59,S,0,0,0
2598,1,M,Black,60,M,0,0,0
1909,0,M,Black,62,H,1,0,2
1632,0,M,Black,65,M,0,0,0
11753,0,M,Black,66,M,0,0,0
11753,1,M,Black,66,M,0,0,0
6924,1,M,Black,67,S,0,0,0
8140,1,M,Black,67,S,0,0,0
1610,1,M,Black,68,S,0,0,0
12405,0,M,Black,69,S,0,0,0
11980,0,M,Black,70,M,0,0,0
11429,1,M,Black,72,S,0,0,0
12260,1,M,Black,72,S,0,0,0
10958,1,F,Black,29,H,0,0,0
6161,1,F,Black,31,M,0,0,0
709,0,F,Black,32,M,0,0,0
7172,0,F,Black,36,S,0,0,0
11500,1,M,Black,37,S,0,0,0
9322,1,M,Black,22,H,1,0,3
2349,0,F,"Chinese, Japanese or SE Asian",29,H,1,0,5
5057,0,M,"Chinese, Japanese or SE Asian",21,M,0,0,0
8930,1,M,"Chinese, Japanese or SE Asian",23,H,0,0,0
1222,1,M,"Chinese, Japanese or SE Asian",22,H,0,0,0
7067,1,F,"Chinese, Japanese or SE Asian",25,S,0,0,0
6155,0,M,"Chinese, Japanese or SE Asian",28,S,0,0,0
1342,0,M,"Chinese, Japanese or SE Asian",31,M,0,0,0
8752,0,M,"Chinese, Japanese or SE Asian",33,S,0,0,0
8752,1,M,"Chinese, Japanese or SE Asian",33,S,0,0,0
11935,0,M,"Chinese, Japanese or SE Asian",33,S,0,0,0
12269,1,M,"Chinese, Japanese or SE Asian",34,S,0,0,0
7485,0,M,"Chinese, Japanese or SE Asian",35,S,0,0,0
6860,0,M,"Chinese, Japanese or SE Asian",37,S,0,0,0
10401,1,F,"Chinese, Japanese or SE Asian",37,S,0,0,0
1384,1,F,"Chinese, Japanese or SE Asian",39,M,0,0,0
11559,0,F,"Chinese, Japanese or SE Asian",40,S,0,0,0
7851,1,F,"Chinese, Japanese or SE Asian",43,S,0,0,0
11920,1,F,"Chinese, Japanese or SE Asian",43,S,0,0,0
10751,0,M,"Chinese, Japanese or SE Asian",47,M,0,0,0
1976,0,M,"Chinese, Japanese or SE Asian",57,S,0,0,0
12195,1,M,"Chinese, Japanese or SE Asian",62,S,0,0,0
1655,0,M,"Chinese, Japanese or SE Asian",73,S,0,0,0
2859,0,M,"Chinese, Japanese or SE Asian",25,S,0,0,0
27,0,M,Middle Eastern,27,H,0,0,0
4558,1,M,Middle Eastern,38,H,0,0,0
5195,0,M,Middle Eastern,42,S,0,0,0
11121,0,M,Middle Eastern,46,H,0,0,0
5649,1,M,Middle Eastern,26,H,0,0,0
5827,1,M,Middle Eastern,26,H,0,0,0
1292,0,M,Middle Eastern,33,H,0,0,0
11870,0,M,Middle Eastern,34,M,0,0,0
6816,0,M,Middle Eastern,40,S,0,0,0
3048,0,M,Middle Eastern,24,M,0,0,0
9809,1,M,Middle Eastern,25,S,3,1,2
426,1,M,Middle Eastern,47,H,1,0,2
5083,0,F,Middle Eastern,19,Unknown,0,0,0
1416,1,M,Middle Eastern,28,M,1,1,4
119,0,M,Middle Eastern,34,Unknown,0,0,0
11123,1,M,Middle Eastern,35,M,1,0,2
11933,0,M,Middle Eastern,35,S,0,0,0
8381,0,M,Middle Eastern,19,S,0,0,0
9580,0,M,Middle Eastern,21,S,0,0,0
6016,0,M,Middle Eastern,25,S,1,0,5
9277,0,M,Middle Eastern,28,M,0,0,0
1112,0,M,Middle Eastern,29,S,1,1,3
8000,1,M,Middle Eastern,30,H,0,0,0
12486,0,M,Middle Eastern,30,H,1,0,4
2463,1,M,Middle Eastern,33,H,0,0,0
11893,1,M,Middle Eastern,35,M,1,0,2
802,1,M,Middle Eastern,35,S,0,0,0
11969,1,M,Middle Eastern,36,S,0,0,0
12457,1,M,Middle Eastern,40,M,0,0,0
10604,1,M,Middle Eastern,40,S,0,0,0
12656,1,M,Middle Eastern,42,S,0,0,0
734,0,M,Middle Eastern,46,M,1,1,3
4988,0,M,Middle Eastern,54,H,0,0,0
715,1,M,Middle Eastern,62,M,0,0,0
3285,1,F,North European - White,24,M,0,0,0
3062,0,M,North European - White,26,M,0,0,0
3483,1,F,North European - White,35,S,0,0,0
4412,1,M,North European - White,36,H,1,0,0
3483,0,F,North European - White,41,S,0,0,0
3275,1,M,North European - White,42,M,0,0,0
3275,0,M,North European - White,42,S,0,0,0
934,0,M,North European - White,45,H,0,0,0
10935,0,F,North European - White,13,Unknown,0,0,0
12047,1,F,North European - White,16,S,0,0,0
12118,0,M,North European - White,16,Unknown,0,0,0
2285,1,M,North European - White,16,S,2,0,5
4268,1,M,North European - White,16,S,2,0,4
326,0,F,North European - White,17,H,0,0,0
2727,1,M,North European - White,17,H,0,0,0
2727,0,M,North European - White,17,H,0,0,0
5194,1,M,North European - White,17,S,0,0,0
9910,1,M,North European - White,17,S,0,0,0
11740,0,M,North European - White,17,S,0,0,0
5264,0,F,North European - White,18,M,0,0,0
11260,1,M,North European - White,18,H,0,0,0
11807,1,F,North European - White,18,H,0,0,0
12037,0,F,North European - White,18,M,0,0,0
12110,0,M,North European - White,18,H,0,0,0
12488,0,F,North European - White,18,M,0,0,0
10962,0,M,North European - White,18,H,1,0,3
6002,0,F,North European - White,18,M,2,0,3
6002,1,F,North European - White,18,M,2,0,0
601,0,F,North European - White,18,S,0,0,0
4837,1,F,North European - White,18,S,0,0,0
6194,1,M,North European - White,18,S,0,0,0
7412,1,M,North European - White,18,S,0,0,0
8487,0,M,North European - White,18,S,0,0,0
11704,1,F,North European - White,18,S,0,0,0
12434,1,F,North European - White,18,S,0,0,0
12546,0,M,North European - White,18,S,0,0,0
79,1,M,North European - White,19,M,0,0,0
3805,1,M,North European - White,19,M,0,0,0
5050,1,M,North European - White,19,M,0,0,0
9642,1,F,North European - White,19,H,0,0,0
10249,1,M,North European - White,19,M,0,0,0
11854,1,F,North European - White,19,M,0,0,0
12032,1,M,North European - White,19,H,0,0,0
7438,1,M,North European - White,19,S,0,0,0
9644,1,M,North European - White,19,S,0,0,0
11191,1,F,North European - White,19,S,0,0,0
11313,1,M,North European - White,19,S,0,0,0
11386,1,M,North European - White,19,S,0,0,0
12490,1,M,North European - White,19,S,0,0,0
12521,0,M,North European - White,19,S,1,0,4
12053,0,M,North European - White,19,S,1,1,2
1420,1,M,North European - White,19,S,2,2,4
491,0,M,North European - White,20,M,0,0,0
2243,1,M,North European - White,20,M,0,0,0
2243,0,M,North European - White,20,M,0,0,0
3998,0,M,North European - White,20,H,0,0,0
5769,1,M,North European - White,20,M,0,0,0
6057,0,M,North European - White,20,H,0,0,0
11440,0,F,North European - White,20,M,0,0,0
11443,0,M,North European - White,20,M,0,0,0
12147,0,F,North European - White,20,H,0,0,0
12283,0,M,North European - White,20,M,0,0,0
1560,0,M,North European - White,20,M,1,0,2
2494,1,M,North European - White,20,H,2,0,0
2494,0,M,North European - White,20,H,2,0,4
1536,0,M,North European - White,20,S,0,0,0
4021,1,M,North European - White,20,S,0,0,0
4635,0,F,North European - White,20,S,0,0,0
5726,1,M,North European - White,20,S,0,0,0
6800,0,M,North European - White,20,S,0,0,0
11271,1,F,North European - White,20,S,0,0,0
11404,1,F,North European - White,20,S,0,0,0
11469,0,F,North European - White,20,S,0,0,0
11616,0,M,North European - White,20,S,0,0,0
2285,1,M,North European - White,20,S,2,0,0
3749,0,F,North European - White,21,M,0,0,0
5054,0,M,North European - White,21,M,0,0,0
6219,0,M,North European - White,21,M,0,0,0
8178,0,M,North European - White,21,H,0,0,0
10592,0,M,North European - White,21,M,0,0,0
11368,1,M,North European - White,21,M,0,0,0
11787,1,M,North European - White,21,M,0,0,0
12039,1,M,North European - White,21,H,0,0,0
12614,1,M,North European - White,21,H,0,0,0
12639,1,F,North European - White,21,M,0,0,0
9014,0,M,North European - White,21,M,1,0,5
12059,0,M,North European - White,21,M,1,0,1
5526,1,M,North European - White,21,S,0,0,0
5816,0,F,North European - White,21,Unknown,0,0,0
5856,1,F,North European - White,21,S,0,0,0
6540,0,M,North European - White,21,S,0,0,0
9823,0,F,North European - White,21,S,0,0,0
12588,1,F,North European - White,21,S,0,0,0
12596,1,M,North European - White,21,S,0,0,0
2880,0,M,North European - White,22,H,0,0,0
2956,1,M,North European - White,22,M,0,0,0
4070,1,M,North European - White,22,H,0,0,0
7381,0,M,North European - White,22,H,0,0,0
9852,1,M,North European - White,22,M,0,0,0
11467,1,M,North European - White,22,H,0,0,0
12279,0,F,North European - White,22,M,0,0,0
2937,1,M,North European - White,22,M,1,0,4
7982,0,M,North European - White,22,M,1,0,3
4268,0,M,North European - White,22,H,2,0,0
8189,1,M,North European - White,22,M,1,1,3
1683,1,M,North European - White,22,S,0,0,0
1951,1,M,North European - White,22,S,0,0,0
2383,1,F,North European - White,22,S,0,0,0
4562,0,F,North European - White,22,S,0,0,0
5572,0,F,North European - White,22,S,0,0,0
7611,1,F,North European - White,22,S,0,0,0
7975,0,F,North European - White,22,S,0,0,0
9102,1,M,North European - White,22,S,0,0,0
10253,0,M,North European - White,22,S,0,0,0
11475,0,M,North European - White,22,S,0,0,0
11732,1,M,North European - White,22,S,0,0,0
12500,0,F,North European - White,22,S,0,0,0
11898,1,M,North European - White,22,S,1,0,2
2943,0,F,North European - White,23,M,0,0,0
3854,1,M,North European - White,23,H,0,0,0
6437,0,M,North European - White,23,H,0,0,0
11144,1,M,North European - White,23,M,0,0,0
12314,1,M,North European - White,23,M,0,0,0
519,1,M,North European - White,23,M,1,0,1
1963,0,M,North European - White,23,H,1,0,0
3032,0,M,North European - White,23,M,1,0,1
2482,1,F,North European - White,23,S,0,0,0
2482,0,F,North European - White,23,S,0,0,0
2541,1,F,North European - White,23,S,0,0,0
2929,1,F,North European - White,23,S,0,0,0
5768,1,M,North European - White,23,S,0,0,0
10107,1,M,North European - White,23,S,0,0,0
10107,1,M,North European - White,23,S,0,0,0
10181,1,M,North European - White,23,S,0,0,0
11628,0,M,North European - White,23,S,0,0,0
12483,1,M,North European - White,23,S,0,0,0
827,1,F,North European - White,24,M,0,0,0
2243,1,M,North European - White,24,M,0,0,0
3089,1,M,North European - White,24,H,0,0,0
4151,1,F,North European - White,24,M,0,0,0
5060,1,M,North European - White,24,H,0,0,0
9432,0,M,North European - White,24,H,0,0,0
10068,0,M,North European - White,24,M,0,0,0
10376,0,M,North European - White,24,M,0,0,0
11193,1,F,North European - White,24,H,0,0,0
11326,0,F,North European - White,24,M,0,0,0
11499,1,M,North European - White,24,H,0,0,0
11499,1,M,North European - White,24,M,0,0,0
11568,1,M,North European - White,24,H,0,0,0
11568,1,M,North European - White,24,H,0,0,0
11648,1,F,North European - White,24,M,0,0,0
12129,0,M,North European - White,24,M,0,0,0
11549,1,F,North European - White,24,M,1,0,0
1631,1,M,North European - White,24,H,2,0,3
5018,0,M,North European - White,24,H,2,0,2
5018,0,M,North European - White,24,H,2,0,3
227,0,M,North European - White,24,H,1,1,3
5638,0,F,North European - White,24,S,0,0,0
5930,0,M,North European - White,24,S,0,0,0
6260,0,F,North European - White,24,S,0,0,0
6907,0,F,North European - White,24,S,0,0,0
8333,0,F,North European - White,24,S,0,0,0
8333,1,F,North European - White,24,S,0,0,0
9417,1,F,North European - White,24,S,0,0,0
9977,1,F,North European - White,24,S,0,0,0
7414,1,M,North European - White,24,S,1,0,4
6005,1,F,North European - White,25,M,0,0,0
10607,1,F,North European - White,25,H,0,0,0
10929,1,M,North European - White,25,M,0,0,0
12063,1,M,North European - White,25,M,0,0,0
12231,1,F,North European - White,25,M,0,0,0
527,1,M,North European - White,25,H,1,0,4
4421,1,F,North European - White,25,H,1,0,1
11805,1,M,North European - White,25,M,1,0,0
8097,0,F,North European - White,25,H,1,1,3
12328,0,M,North European - White,25,M,1,1,0
1420,1,M,North European - White,25,H,2,2,5
1320,1,M,North European - White,25,S,0,0,0
3552,1,F,North European - White,25,S,0,0,0
5978,0,F,North European - White,25,S,0,0,0
6727,1,M,North European - White,25,S,0,0,0
7660,1,M,North European - White,25,S,0,0,0
7984,1,M,North European - White,25,S,0,0,0
9661,1,M,North European - White,25,S,0,0,0
10086,0,M,North European - White,25,S,0,0,0
10669,1,F,North European - White,25,S,0,0,0
11118,1,F,North European - White,25,S,0,0,0
12236,1,M,North European - White,25,S,0,0,0
7180,1,M,North European - White,25,S,1,0,0
3987,1,F,North European - White,25,S,2,0,5
3987,0,F,North European - White,25,S,2,0,2
11255,1,M,North European - White,25,S,1,1,0
382,1,M,North European - White,26,M,0,0,0
1514,0,M,North European - White,26,M,0,0,0
10499,1,M,North European - White,26,H,0,0,0
11591,0,M,North European - White,26,H,0,0,0
12180,0,M,North European - White,26,M,0,0,0
12648,0,M,North European - White,26,H,0,0,0
12666,0,M,North European - White,26,H,0,0,0
2003,0,M,North European - White,26,H,2,0,2
3210,0,M,North European - White,26,M,2,0,1
4055,1,M,North European - White,26,M,6,0,2
4055,0,M,North European - White,26,M,6,0,5
222,1,F,North European - White,26,S,0,0,0
1947,1,M,North European - White,26,S,0,0,0
5331,0,F,North European - White,26,S,0,0,0
6923,0,F,North European - White,26,S,0,0,0
8283,0,M,North European - White,26,S,0,0,0
10090,0,M,North European - White,26,S,0,0,0
11192,0,F,North European - White,26,S,0,0,0
12035,0,M,North European - White,26,S,0,0,0
12496,1,F,North European - White,26,S,0,0,0
795,1,M,North European - White,26,S,1,0,5
2202,1,M,North European - White,26,S,1,0,1
1507,0,M,North European - White,26,S,1,1,4
1472,1,F,North European - White,27,H,0,0,0
3787,1,F,North European - White,27,H,0,0,0
4472,1,M,North European - White,27,M,0,0,0
4767,1,M,North European - White,27,M,0,0,0
5679,1,M,North European - White,27,M,0,0,0
6012,0,M,North European - White,27,H,0,0,0
6498,1,M,North European - White,27,M,0,0,0
6594,1,M,North European - White,27,M,0,0,0
6733,0,M,North European - White,27,M,0,0,0
9503,1,M,North European - White,27,H,0,0,0
10065,1,M,North European - White,27,H,0,0,0
11476,0,M,North European - White,27,M,0,0,0
12111,0,F,North European - White,27,H,0,0,0
12336,0,M,North European - White,27,M,0,0,0
12478,1,M,North European - White,27,M,0,0,0
682,1,M,North European - White,27,H,1,1,2
240,0,M,North European - White,27,S,0,0,0
987,1,M,North European - White,27,S,0,0,0
987,1,M,North European - White,27,S,0,0,0
1067,0,M,North European - White,27,S,0,0,0
2393,0,F,North European - White,27,S,0,0,0
4087,0,M,North European - White,27,S,0,0,0
5096,1,F,North European - White,27,S,0,0,0
5549,0,F,North European - White,27,S,0,0,0
6224,0,F,North European - White,27,S,0,0,0
6579,0,F,North European - White,27,S,0,0,0
10745,1,M,North European - White,27,S,0,0,0
12526,0,M,North European - White,27,S,0,0,0
12233,0,M,North European - White,27,S,1,0,1
2281,1,M,North European - White,27,S,1,1,3
4521,1,F,North European - White,27,S,1,1,0
3113,1,M,North European - White,28,M,0,0,0
3829,0,F,North European - White,28,M,0,0,0
4321,0,M,North European - White,28,H,0,0,0
4480,1,M,North European - White,28,M,0,0,0
6254,1,M,North European - White,28,H,0,0,0
7871,1,M,North European - White,28,M,0,0,0
9040,1,M,North European - White,28,H,0,0,0
9774,0,M,North European - White,28,M,0,0,0
10696,1,M,North European - White,28,M,0,0,0
11267,0,M,North European - White,28,M,0,0,0
11302,1,M,North European - White,28,H,0,0,0
11650,0,F,North European - White,28,M,0,0,0
12126,0,M,North European - White,28,H,0,0,0
12285,0,M,North European - White,28,H,0,0,0
2213,0,M,North European - White,28,M,1,0,0
10945,0,M,North European - White,28,M,1,0,0
12119,0,M,North European - White,28,H,1,0,1
571,0,M,North European - White,28,S,0,0,0
5070,1,M,North European - White,28,S,0,0,0
10889,0,M,North European - White,28,S,0,0,0
11583,0,F,North European - White,28,S,0,0,0
11730,1,M,North European - White,28,S,0,0,0
12461,1,M,North European - White,28,S,0,0,0
11790,0,M,North European - White,28,S,1,0,1
12012,1,M,North European - White,28,S,1,0,2
10327,0,M,North European - White,28,S,3,0,3
624,0,M,North European - White,29,M,0,0,0
2545,1,M,North European - White,29,H,0,0,0
3077,0,M,North European - White,29,M,0,0,0
5778,0,M,North European - White,29,M,0,0,0
8280,1,M,North European - White,29,M,0,0,0
8698,1,F,North European - White,29,M,0,0,0
9325,0,M,North European - White,29,M,0,0,0
11780,1,M,North European - White,29,M,0,0,0
11780,0,M,North European - White,29,M,0,0,0
12318,0,M,North European - White,29,M,0,0,0
2,0,M,North European - White,29,H,1,0,0
7770,0,M,North European - White,29,M,1,0,2
7639,0,F,North European - White,29,M,2,0,2
7639,1,F,North European - White,29,M,2,0,2
2545,1,M,North European - White,29,S,0,0,0
7874,1,F,North European - White,29,S,0,0,0
8260,1,M,North European - White,29,S,0,0,0
8433,0,M,North European - White,29,S,0,0,0
8787,0,M,North European - White,29,S,0,0,0
10043,1,M,North European - White,29,S,0,0,0
11318,0,M,North European - White,29,S,0,0,0
12021,0,M,North European - White,29,S,0,0,0
12068,0,F,North European - White,29,S,0,0,0
9980,1,F,North European - White,29,S,1,0,1
4865,1,M,North European - White,29,S,1,1,4
5804,0,F,North European - White,29,S,1,1,1
865,1,M,North European - White,30,M,0,0,0
1144,0,M,North European - White,30,M,0,0,0
3068,1,M,North European - White,30,M,0,0,0
3172,0,F,North European - White,30,M,0,0,0
3501,0,M,North European - White,30,M,0,0,0
4180,0,M,North European - White,30,H,0,0,0
5199,0,M,North European - White,30,M,0,0,0
5235,1,M,North European - White,30,M,0,0,0
6022,0,F,North European - White,30,M,0,0,0
6205,1,M,North European - White,30,M,0,0,0
7227,0,M,North European - White,30,M,0,0,0
7529,0,M,North European - White,30,M,0,0,0
7955,0,M,North European - White,30,M,0,0,0
10140,1,M,North European - White,30,H,0,0,0
11038,1,M,North European - White,30,H,0,0,0
11806,0,M,North European - White,30,M,0,0,0
12256,0,M,North European - White,30,M,0,0,0
12401,1,M,North European - White,30,M,0,0,0
12564,1,M,North European - White,30,H,0,0,0
11323,0,M,North European - White,30,H,1,0,4
3210,1,M,North European - White,30,H,2,0,2
8579,0,M,North European - White,30,M,1,1,0
55,0,M,North European - White,30,H,2,1,4
1921,1,F,North European - White,30,S,0,0,0
2394,0,M,North European - White,30,S,0,0,0
2394,1,M,North European - White,30,S,0,0,0
8499,1,M,North European - White,30,S,0,0,0
9011,0,F,North European - White,30,Unknown,0,0,0
9458,0,F,North European - White,30,S,0,0,0
9798,1,M,North European - White,30,S,0,0,0
10530,1,M,North European - White,30,S,0,0,0
10797,1,M,North European - White,30,S,0,0,0
11353,0,F,North European - White,30,S,0,0,0
11448,1,F,North European - White,30,S,0,0,0
11512,0,M,North European - White,30,S,0,0,0
11570,1,F,North European - White,30,S,0,0,0
12238,1,F,North European - White,30,S,0,0,0
5290,1,M,North European - White,30,S,1,0,3
214,1,F,North European - White,31,M,0,0,0
214,1,F,North European - White,31,M,0,0,0
3385,1,F,North European - White,31,M,0,0,0
6507,1,M,North European - White,31,M,0,0,0
7714,0,M,North European - White,31,M,0,0,0
8304,0,M,North European - White,31,M,0,0,0
8304,0,M,North European - White,31,M,0,0,0
9381,1,M,North European - White,31,M,0,0,0
9616,0,M,North European - White,31,M,0,0,0
10258,1,M,North European - White,31,H,0,0,0
10993,1,M,North European - White,31,H,0,0,0
11030,1,F,North European - White,31,M,0,0,0
11163,0,M,North European - White,31,M,0,0,0
11356,0,M,North European - White,31,M,0,0,0
11639,1,F,North European - White,31,M,0,0,0
12086,1,M,North European - White,31,M,0,0,0
12113,1,M,North European - White,31,H,0,0,0
12323,0,M,North European - White,31,M,0,0,0
12652,0,M,North European - White,31,H,0,0,0
684,1,M,North European - White,31,H,1,0,0
2639,0,F,North European - White,31,M,1,0,3
11277,0,M,North European - White,31,M,1,0,2
1631,0,M,North European - White,31,H,2,0,5
3380,1,M,North European - White,31,H,1,1,3
1524,1,M,North European - White,31,M,2,2,4
4452,1,M,North European - White,31,S,0,0,0
5078,0,M,North European - White,31,S,0,0,0
5178,1,M,North European - White,31,S,0,0,0
6300,1,F,North European - White,31,S,0,0,0
6741,1,M,North European - White,31,S,0,0,0
11490,1,M,North European - White,31,S,0,0,0
11660,1,M,North European - White,31,S,0,0,0
12048,1,M,North European - White,31,S,0,0,0
12048,1,M,North European - White,31,S,0,0,0
12280,1,F,North European - White,31,S,0,0,0
12655,1,M,North European - White,31,S,0,0,0
10502,1,M,North European - White,31,S,1,0,3
11082,0,M,North European - White,31,S,1,0,5
4569,0,M,North European - White,31,S,2,0,4
4569,0,M,North European - White,31,S,2,0,1
11647,1,F,North European - White,31,S,1,1,5
141,0,M,North European - White,32,M,0,0,0
1017,0,F,North European - White,32,M,0,0,0
1425,0,F,North European - White,32,M,0,0,0
1664,0,M,North European - White,32,H,0,0,0
2486,1,M,North European - White,32,M,0,0,0
5472,0,M,North European - White,32,H,0,0,0
6468,0,F,North European - White,32,M,0,0,0
7260,0,F,North European - White,32,M,0,0,0
7378,1,M,North European - White,32,M,0,0,0
9163,0,M,North European - White,32,H,0,0,0
11298,1,M,North European - White,32,M,0,0,0
11347,1,F,North European - White,32,M,0,0,0
11353,0,F,North European - White,32,M,0,0,0
11643,1,M,North European - White,32,M,0,0,0
11919,0,M,North European - White,32,H,0,0,0
12160,0,M,North European - White,32,M,0,0,0
12160,0,M,North European - White,32,M,0,0,0
3726,0,M,North European - White,32,H,1,0,5
12597,0,M,North European - White,32,M,1,0,4
12584,1,F,North European - White,32,M,1,1,0
984,0,M,North European - White,32,Unknown,0,0,0
1053,0,M,North European - White,32,S,0,0,0
1189,1,M,North European - White,32,S,0,0,0
4652,1,M,North European - White,32,S,0,0,0
6331,1,M,North European - White,32,S,0,0,0
7830,0,F,North European - White,32,S,0,0,0
9603,0,M,North European - White,32,S,0,0,0
10166,0,F,North European - White,32,S,0,0,0
10199,1,F,North European - White,32,S,0,0,0
11503,1,M,North European - White,32,S,0,0,0
11530,1,M,North European - White,32,S,0,0,0
11530,1,M,North European - White,32,S,0,0,0
11918,1,F,North European - White,32,S,0,0,0
12535,1,M,North European - White,32,S,0,0,0
846,0,M,North European - White,32,Unknown,1,0,5
9863,0,M,North European - White,32,S,2,0,5
9863,1,M,North European - White,32,S,2,0,5
4418,0,M,North European - White,32,S,1,1,5
4593,0,F,North European - White,32,S,1,1,3
2222,0,F,North European - White,33,M,0,0,0
2347,0,M,North European - White,33,M,0,0,0
3036,1,M,North European - White,33,H,0,0,0
3443,0,M,North European - White,33,M,0,0,0
4580,0,M,North European - White,33,H,0,0,0
8826,0,M,North European - White,33,H,0,0,0
10140,1,M,North European - White,33,H,0,0,0
10237,1,F,North European - White,33,M,0,0,0
10596,0,M,North European - White,33,M,0,0,0
11151,1,M,North European - White,33,M,0,0,0
11487,1,M,North European - White,33,H,0,0,0
11636,1,F,North European - White,33,H,0,0,0
11789,0,F,North European - White,33,M,0,0,0
12183,1,M,North European - White,33,M,0,0,0
1464,0,F,North European - White,33,M,2,0,3
4820,1,M,North European - White,33,M,2,2,3
3209,0,M,North European - White,33,S,0,0,0
3471,1,M,North European - White,33,S,0,0,0
4659,1,M,North European - White,33,S,0,0,0
9085,0,M,North European - White,33,S,0,0,0
9465,1,M,North European - White,33,S,0,0,0
11080,1,M,North European - White,33,S,0,0,0
11239,0,F,North European - White,33,S,0,0,0
6670,0,M,North European - White,33,S,1,0,1
438,1,M,North European - White,33,S,1,1,0
11208,1,M,North European - White,33,S,1,1,4
11296,1,M,North European - White,33,S,2,2,5
11296,1,M,North European - White,33,S,2,2,1
705,1,M,North European - White,34,H,0,0,0
1502,0,M,North European - White,34,M,0,0,0
1502,0,M,North European - White,34,M,0,0,0
2839,1,M,North European - White,34,H,0,0,0
4059,1,M,North European - White,34,H,0,0,0
8233,0,M,North European - White,34,H,0,0,0
9287,1,M,North European - White,34,H,0,0,0
11459,1,M,North European - White,34,H,0,0,0
11529,1,M,North European - White,34,M,0,0,0
12234,0,M,North European - White,34,M,0,0,0
990,0,M,North European - White,34,H,1,0,4
11897,0,M,North European - White,34,H,1,0,3
12559,0,M,North European - White,34,M,1,0,5
10953,0,M,North European - White,34,H,1,1,4
12659,0,M,North European - White,34,M,1,1,5
110,1,F,North European - White,34,Unknown,0,0,0
848,1,M,North European - White,34,S,0,0,0
2948,1,M,North European - White,34,S,0,0,0
3919,1,F,North European - White,34,S,0,0,0
3930,0,F,North European - White,34,S,0,0,0
7156,0,M,North European - White,34,S,0,0,0
10970,1,M,North European - White,34,S,0,0,0
11266,0,F,North European - White,34,S,0,0,0
11513,1,M,North European - White,34,S,0,0,0
11744,1,F,North European - White,34,S,0,0,0
12002,1,F,North European - White,34,S,0,0,0
12157,1,F,North European - White,34,S,0,0,0
12258,1,M,North European - White,34,S,0,0,0
12310,1,F,North European - White,34,S,0,0,0
1638,1,M,North European - White,35,H,0,0,0
5659,0,F,North European - White,35,H,0,0,0
7720,1,M,North European - White,35,H,0,0,0
8669,1,F,North European - White,35,M,0,0,0
8967,0,M,North European - White,35,M,0,0,0
9354,1,M,North European - White,35,M,0,0,0
9695,0,M,North European - White,35,H,0,0,0
10712,0,M,North European - White,35,M,0,0,0
10807,0,M,North European - White,35,H,0,0,0
10982,1,F,North European - White,35,M,0,0,0
11155,1,M,North European - White,35,H,0,0,0
11801,1,M,North European - White,35,M,0,0,0
12562,0,M,North European - White,35,M,0,0,0
12658,1,F,North European - White,35,M,0,0,0
1165,1,M,North European - White,35,M,1,0,5
2204,0,M,North European - White,35,M,1,0,5
11482,1,M,North European - White,35,M,1,0,5
1361,1,M,North European - White,35,M,2,0,3
76,0,M,North European - White,35,M,3,1,5
1304,1,M,North European - White,35,S,0,0,0
3494,1,M,North European - White,35,S,0,0,0
3980,0,M,North European - White,35,S,0,0,0
4633,0,M,North European - White,35,S,0,0,0
9725,1,F,North European - White,35,S,0,0,0
9943,0,M,North European - White,35,S,0,0,0
10522,1,M,North European - White,35,S,0,0,0
11165,1,M,North European - White,35,S,0,0,0
11165,0,M,North European - White,35,S,0,0,0
11658,0,M,North European - White,35,S,0,0,0
11852,1,F,North European - White,35,S,0,0,0
12662,0,M,North European - White,35,S,0,0,0
7886,1,M,North European - White,35,S,1,0,1
11846,0,M,North European - White,35,S,1,0,4
